player_id,fifa_version,overall,potential,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,attacker_position,midfielder_position,defender_position,improvement_1_year,improvement_2_years,improvement_3_years,big_potential
189833,19.0,67,67,28,179,77,1,4,2,76.0,39.0,56.0,62.0,61.0,75.0,72,38,57,61,39,61,44,37,46,62,76,76,71,58,58,42,69,91,72,39,65,56,41,47,28,53.0,62,64,62,1,0,1,50,21,7,0
189849,17.0,73,73,27,174,84,1,4,4,73.0,71.0,63.0,72.0,27.0,78.0,65,70,66,60,70,72,68,70,55,73,68,77,75,73,66,79,85,68,84,67,74,21,75,68,68,72.0,16,29,31,1,1,0,-16,-54,-71,0
189857,17.0,72,75,26,175,67,0,3,3,74.0,69.0,64.0,69.0,42.0,63.0,65,67,69,68,68,68,69,59,58,64,75,74,76,77,77,70,73,63,67,71,49,44,80,58,71,62.0,41,37,32,1,1,0,45,18,81,1
189857,18.0,73,74,27,175,67,0,3,3,74.0,72.0,66.0,70.0,43.0,65.0,69,71,71,69,71,70,70,59,61,66,75,74,77,75,77,72,74,65,71,73,49,44,80,62,71,62.0,41,37,32,1,1,0,-27,36,37,0
189857,19.0,71,71,28,175,67,0,3,3,74.0,68.0,64.0,68.0,43.0,67.0,69,65,67,65,66,67,68,59,61,64,75,74,80,77,77,68,76,67,73,70,49,44,79,62,71,62.0,43,37,32,1,1,0,63,64,33,0
189857,20.0,75,75,29,175,67,0,3,3,74.0,75.0,65.0,73.0,43.0,66.0,69,77,72,66,69,72,68,59,61,70,75,73,88,77,75,72,76,67,72,73,49,44,79,62,71,70.0,43,37,32,1,1,0,1,-30,-22,0
189857,21.0,74,74,30,175,67,0,3,3,73.0,75.0,65.0,74.0,43.0,66.0,69,77,72,66,69,72,68,59,61,70,76,71,92,77,74,72,76,66,72,73,49,44,79,62,71,70.0,43,37,32,1,1,0,-31,-23,-6,0
189860,19.0,76,77,27,174,61,1,3,3,78.0,58.0,70.0,80.0,72.0,69.0,78,55,52,77,54,81,65,55,54,78,77,79,82,66,85,56,69,77,65,65,70,74,68,68,60,66.0,70,77,77,1,1,1,-6,-19,-41,0
189860,20.0,76,76,28,174,61,1,3,3,75.0,58.0,71.0,79.0,73.0,68.0,78,55,52,77,54,80,65,55,56,78,76,75,79,70,82,56,69,77,63,65,70,74,67,69,60,68.0,72,78,77,1,0,1,-13,-35,-42,0
189900,18.0,65,68,25,183,72,1,2,2,74.0,47.0,60.0,62.0,64.0,69.0,66,46,62,64,43,63,45,58,60,61,76,73,68,47,63,57,76,72,71,46,58,57,40,50,33,44.0,68,65,66,1,1,1,-15,-20,32,0
189905,17.0,65,69,25,184,80,1,3,2,56.0,60.0,66.0,69.0,59.0,73.0,63,56,61,68,54,72,62,58,65,69,64,49,62,58,65,69,53,76,78,65,64,62,63,69,44,70.0,53,61,58,1,1,0,0,17,-85,0
189910,17.0,61,66,24,178,67,1,4,2,63.0,58.0,44.0,58.0,30.0,73.0,45,52,52,49,58,55,42,31,45,62,60,65,63,60,57,77,76,60,83,51,63,22,62,37,60,46.0,34,26,22,1,0,0,-35,141,145,0
189910,18.0,59,63,25,178,67,1,4,2,61.0,57.0,44.0,54.0,30.0,71.0,45,52,52,49,58,52,42,31,45,54,57,64,60,58,57,73,80,61,79,51,63,22,62,37,57,46.0,34,26,22,1,0,0,176,180,180,0
189910,19.0,65,68,26,184,86,1,3,2,72.0,64.0,47.0,58.0,35.0,83.0,45,64,64,55,60,56,42,31,45,58,70,74,63,59,57,77,80,77,86,52,82,22,61,41,57,52.0,46,26,22,1,0,0,4,4,24,0
189910,20.0,65,66,27,184,86,1,3,2,70.0,64.0,47.0,57.0,35.0,83.0,45,63,65,54,58,56,42,31,45,57,67,73,63,58,57,81,82,76,86,52,82,22,62,41,57,62.0,46,26,22,1,0,0,0,20,16,0
189910,21.0,64,64,28,184,86,1,3,2,70.0,64.0,47.0,57.0,35.0,83.0,45,63,65,54,58,56,42,31,45,57,67,73,63,58,57,81,82,76,86,52,82,22,62,41,57,62.0,46,26,22,1,0,0,20,16,27,0
189963,17.0,81,82,27,182,90,1,4,3,72.0,82.0,59.0,74.0,39.0,85.0,45,83,84,68,76,74,66,58,45,76,69,75,67,81,72,85,86,78,94,80,70,38,83,65,77,83.0,25,42,28,1,0,0,-71,-192,-228,0
189963,18.0,79,79,28,182,88,1,4,3,66.0,80.0,59.0,72.0,39.0,81.0,45,80,82,68,76,72,66,58,45,75,63,68,67,72,71,83,83,73,90,76,68,38,83,65,77,77.0,25,42,28,1,0,0,-121,-157,-173,0
190014,18.0,77,78,26,177,76,0,4,4,87.0,74.0,71.0,77.0,40.0,64.0,76,73,58,72,62,78,72,74,65,76,90,84,82,72,75,78,77,72,65,75,46,48,74,70,65,73.0,36,33,35,1,1,0,6,-14,-90,0
190015,18.0,68,68,30,175,68,0,4,3,74.0,53.0,66.0,63.0,38.0,67.0,80,61,52,64,33,63,79,36,59,61,74,74,67,69,61,36,59,71,69,50,61,44,69,67,58,62.0,40,27,34,1,1,0,16,13,-16,0
190021,17.0,66,66,29,176,73,1,4,3,78.0,61.0,62.0,65.0,57.0,66.0,62,58,53,65,51,63,58,67,59,64,77,78,72,73,70,72,71,65,65,57,66,61,62,59,70,51.0,51,64,53,1,1,1,7,140,141,1
190058,17.0,60,61,26,177,70,1,3,2,59.0,56.0,53.0,61.0,34.0,57.0,46,51,48,62,43,58,45,54,50,61,57,61,72,61,75,70,69,70,53,55,49,22,70,48,53,49.0,35,38,27,1,0,0,68,108,298,1
190058,18.0,64,64,27,177,70,1,3,2,58.0,65.0,53.0,63.0,35.0,59.0,46,67,56,62,54,59,45,54,50,64,55,61,72,61,75,70,69,72,55,60,49,22,70,48,53,58.0,35,38,27,1,0,0,40,230,213,1
190058,19.0,65,65,28,177,70,1,3,2,56.0,67.0,55.0,63.0,33.0,65.0,46,68,56,65,54,59,51,56,55,66,53,58,72,61,75,70,69,73,64,65,56,22,73,48,53,58.0,30,38,27,1,0,0,190,173,263,1
190058,20.0,71,71,29,177,70,1,3,3,60.0,73.0,62.0,69.0,35.0,69.0,49,76,59,68,64,66,65,59,64,72,57,62,77,64,77,73,73,76,67,68,64,22,79,63,64,74.0,34,38,27,1,0,0,-17,73,-37,0
190059,18.0,75,78,25,182,79,1,4,3,79.0,69.0,71.0,76.0,70.0,75.0,71,63,72,74,57,77,78,66,61,77,78,79,75,75,66,80,63,79,77,79,70,74,74,72,55,73.0,68,71,66,1,1,1,22,46,23,0
190059,19.0,76,77,26,182,79,1,4,3,79.0,69.0,71.0,77.0,72.0,76.0,74,63,72,74,57,78,78,66,61,77,78,79,74,75,67,80,65,79,77,79,72,76,74,72,55,76.0,69,73,68,1,1,1,24,1,-25,0
190059,20.0,76,76,27,182,79,1,4,3,78.0,74.0,73.0,77.0,71.0,75.0,74,72,68,74,57,78,78,66,69,77,76,79,74,75,67,80,65,79,76,79,72,76,75,74,62,76.0,69,73,68,1,1,1,-23,-49,-61,0
190139,17.0,67,70,25,176,75,1,2,3,72.0,67.0,56.0,73.0,27.0,71.0,55,67,56,58,53,74,57,59,49,69,69,75,89,64,67,73,71,70,76,66,62,24,62,56,69,60.0,34,13,22,1,1,0,29,14,23,0
190139,18.0,68,71,26,176,75,1,2,3,72.0,67.0,59.0,73.0,27.0,73.0,60,67,56,62,53,74,57,65,53,69,69,75,89,64,67,73,72,73,77,66,62,24,62,56,69,60.0,34,13,22,1,1,0,-15,-6,19,0
190139,19.0,67,68,27,176,83,1,2,3,72.0,65.0,58.0,71.0,27.0,74.0,60,65,60,62,55,71,57,65,53,68,69,75,89,64,67,70,77,73,78,66,62,24,58,52,67,56.0,34,13,22,1,1,0,9,34,73,0
190149,17.0,81,82,27,180,76,1,3,3,88.0,62.0,73.0,78.0,74.0,79.0,78,59,59,77,57,76,77,53,69,81,85,91,77,85,74,73,78,93,74,56,76,79,80,66,55,76.0,66,80,80,1,0,1,-6,-40,-65,0
190149,19.0,79,79,29,182,80,1,3,4,85.0,62.0,72.0,76.0,72.0,79.0,77,59,59,75,57,75,77,53,69,78,79,89,76,80,74,73,78,93,73,56,77,76,78,66,55,75.0,69,76,75,1,0,1,-25,-26,-19,0
190149,20.0,78,78,30,182,80,1,3,4,82.0,62.0,72.0,75.0,71.0,78.0,80,59,59,75,57,76,77,53,69,73,78,86,73,80,72,73,77,91,72,56,77,76,76,66,55,75.0,69,74,74,1,0,1,-1,6,-23,0
190149,21.0,78,78,31,182,80,1,3,4,81.0,62.0,73.0,75.0,71.0,78.0,78,59,59,75,57,75,77,53,69,75,77,84,73,78,77,73,77,89,72,56,77,76,74,70,55,75.0,69,74,74,1,0,1,7,-22,43,0
190239,17.0,65,69,24,188,76,1,3,3,79.0,62.0,49.0,63.0,26.0,68.0,54,63,62,59,50,63,30,31,45,60,77,81,81,57,58,65,62,68,77,59,45,19,60,39,62,47.0,21,25,26,1,0,0,19,37,66,0
190239,18.0,65,67,25,185,76,1,3,3,79.0,61.0,49.0,63.0,27.0,70.0,54,63,63,58,50,63,30,31,45,60,77,81,81,57,56,65,67,72,80,59,45,19,60,39,55,61.0,21,25,26,1,0,0,18,47,30,0
190239,19.0,64,65,26,185,76,1,3,2,77.0,60.0,49.0,64.0,31.0,71.0,54,61,63,59,50,63,30,31,45,60,75,79,87,57,56,64,69,75,79,59,45,19,59,39,55,60.0,35,25,26,1,0,0,29,12,48,0
190239,20.0,64,64,27,185,76,1,3,2,78.0,60.0,50.0,64.0,33.0,72.0,54,61,63,59,51,63,32,31,45,60,75,81,83,58,56,64,70,76,80,59,45,19,59,41,55,60.0,37,26,40,1,0,0,-17,19,-12,0
190239,21.0,63,63,28,185,76,1,3,2,78.0,60.0,50.0,62.0,33.0,71.0,54,61,63,59,51,63,32,31,45,60,75,81,69,58,55,64,69,76,80,59,45,19,59,41,55,60.0,37,26,42,1,0,0,36,5,100,0
190247,18.0,67,67,29,173,71,1,3,2,66.0,43.0,59.0,62.0,65.0,74.0,66,36,65,63,45,60,35,39,66,57,65,66,79,71,76,59,80,76,77,43,62,67,48,52,36,71.0,64,64,63,1,0,1,-19,-45,-57,0
190247,19.0,66,66,30,173,71,1,3,2,64.0,43.0,59.0,62.0,65.0,72.0,65,36,65,63,45,60,35,39,65,57,63,64,76,71,76,59,80,69,76,43,62,67,48,52,36,71.0,65,64,64,1,0,1,-26,-38,-15,0
190264,17.0,78,79,26,174,69,0,3,4,80.0,69.0,74.0,82.0,33.0,56.0,78,73,43,76,64,82,77,66,67,83,81,79,85,75,82,57,41,73,52,73,48,26,76,72,68,58.0,35,33,31,1,0,0,109,138,121,1
190264,18.0,80,80,27,174,69,0,3,4,79.0,72.0,78.0,84.0,35.0,57.0,78,75,53,80,69,84,80,75,72,85,80,79,85,78,86,62,36,77,53,75,48,26,80,78,77,78.0,35,36,32,1,0,0,29,12,-40,0
190264,19.0,80,80,28,174,69,0,3,4,77.0,74.0,79.0,84.0,41.0,56.0,78,75,53,82,69,84,80,75,74,85,79,76,85,78,85,70,36,74,53,75,48,26,80,78,77,78.0,54,36,32,1,0,0,-17,-69,-206,0
190286,17.0,79,83,25,179,65,0,3,4,64.0,71.0,80.0,78.0,26.0,53.0,74,75,38,86,63,80,81,78,73,82,65,63,70,63,69,61,34,48,56,76,55,46,72,83,66,51.0,14,23,16,1,1,0,-1,88,362,1
190286,18.0,79,82,26,180,74,0,3,3,63.0,71.0,80.0,78.0,26.0,50.0,74,75,38,86,63,80,81,78,73,82,65,62,70,63,69,61,30,39,56,76,55,46,72,83,66,69.0,14,23,16,1,1,0,89,363,480,1
190286,19.0,79,79,27,180,74,0,3,3,60.0,73.0,80.0,78.0,40.0,53.0,79,77,38,84,63,79,81,76,70,80,64,57,69,79,69,61,36,48,56,78,55,46,81,82,66,65.0,60,23,16,1,1,0,274,391,464,1
190286,20.0,84,84,28,176,65,0,3,4,78.0,79.0,83.0,81.0,51.0,66.0,79,80,46,84,63,82,81,79,82,83,77,78,77,81,70,78,35,77,67,81,55,50,83,87,72,80.0,60,47,43,1,1,0,117,190,198,1
190311,17.0,65,67,26,188,79,1,3,3,82.0,63.0,53.0,65.0,36.0,65.0,53,66,51,54,55,64,41,45,45,64,81,82,81,62,59,65,41,66,73,54,49,31,67,63,60,63.0,34,35,35,1,0,0,28,44,102,1
190311,18.0,66,67,27,188,79,1,3,3,81.0,63.0,54.0,65.0,36.0,68.0,53,67,51,54,55,64,48,56,45,64,80,82,81,64,59,65,37,68,78,54,49,31,67,63,62,63.0,34,35,35,1,0,0,16,74,106,1
190311,19.0,67,67,28,188,79,1,3,3,82.0,64.0,55.0,66.0,37.0,68.0,53,68,54,56,55,64,48,56,45,64,80,83,82,64,58,66,36,68,78,54,49,31,67,63,62,63.0,38,35,35,1,0,0,58,90,68,0
190311,20.0,70,70,29,188,79,1,3,3,82.0,67.0,55.0,70.0,37.0,69.0,53,74,54,56,55,70,48,67,45,69,79,85,80,67,56,66,39,69,79,54,49,31,75,63,69,65.0,38,35,35,1,0,0,32,10,-28,0
190362,17.0,71,73,26,180,78,1,3,3,77.0,69.0,51.0,72.0,24.0,64.0,43,73,60,69,63,71,53,40,35,71,75,79,80,69,71,69,72,72,64,64,53,27,73,42,50,65.0,15,21,16,1,0,0,36,64,185,1
190362,18.0,71,72,27,180,79,1,3,3,80.0,68.0,51.0,72.0,24.0,66.0,43,70,60,69,63,71,53,40,35,72,80,80,82,70,72,70,75,78,65,64,53,27,75,42,60,66.0,15,21,16,1,0,0,28,149,160,1
190362,19.0,71,71,28,180,80,1,3,3,79.0,68.0,51.0,73.0,28.0,67.0,45,70,60,69,63,72,53,40,35,73,80,79,82,70,72,71,75,79,65,64,56,27,75,42,60,66.0,30,21,16,1,0,0,121,132,161,1
190362,20.0,77,77,29,180,80,1,3,3,77.0,75.0,58.0,75.0,33.0,69.0,45,81,62,71,68,73,53,40,35,76,78,76,77,81,72,75,75,78,69,64,56,36,84,71,66,73.0,30,29,16,1,0,0,11,40,85,1
190362,21.0,76,76,30,180,80,1,3,3,76.0,75.0,58.0,75.0,33.0,69.0,45,80,62,71,74,73,53,40,35,77,78,75,77,83,72,75,68,78,69,64,56,36,84,71,72,79.0,30,29,16,1,0,0,29,74,79,0
190425,17.0,65,65,27,181,73,1,2,2,73.0,63.0,49.0,67.0,28.0,61.0,53,63,63,56,61,67,47,55,35,64,73,73,78,62,75,64,72,80,56,61,48,42,64,43,66,62.0,20,21,13,1,0,0,45,35,26,0
190425,18.0,67,67,28,181,74,1,2,2,71.0,67.0,49.0,68.0,28.0,62.0,53,69,63,56,65,67,52,55,35,64,72,70,79,68,78,65,73,80,57,61,48,42,71,43,70,68.0,20,21,13,1,0,0,-10,-19,-17,0
190425,19.0,66,66,29,181,74,1,3,3,67.0,65.0,49.0,66.0,31.0,63.0,53,66,60,56,67,64,52,55,35,64,65,68,78,68,78,65,73,80,60,58,48,42,71,43,70,68.0,29,21,13,1,0,0,-9,-7,-23,0
190430,19.0,71,71,28,178,74,0,3,3,66.0,42.0,65.0,67.0,71.0,68.0,70,35,63,68,51,66,48,61,65,67,74,60,72,70,68,65,71,69,65,28,75,74,53,59,45,64.0,70,71,71,1,0,1,49,45,22,0
190430,20.0,72,72,29,178,74,0,3,3,71.0,44.0,66.0,69.0,72.0,69.0,70,38,63,70,51,67,48,61,67,69,73,70,72,72,71,65,71,73,65,31,75,74,53,61,45,64.0,71,73,72,1,0,1,-4,-27,-76,0
190432,17.0,74,74,30,178,72,1,2,2,73.0,57.0,59.0,62.0,72.0,80.0,68,52,63,61,49,58,61,45,53,64,72,74,66,72,72,74,88,92,69,56,88,74,53,56,56,61.0,70,73,81,1,1,1,63,41,27,0
190456,17.0,81,85,25,175,67,1,3,3,86.0,61.0,71.0,78.0,79.0,76.0,80,54,66,76,45,78,64,39,67,76,86,86,84,75,76,74,73,87,71,69,76,76,72,64,46,75.0,80,83,86,1,0,1,-12,-60,-104,0
190457,19.0,65,65,26,185,84,1,2,2,79.0,60.0,61.0,63.0,46.0,75.0,64,58,58,58,59,63,64,58,59,62,77,80,70,58,69,66,57,85,76,60,66,56,58,65,59,66.0,33,48,46,1,1,0,-4,8,14,0
190457,20.0,65,65,27,185,84,1,2,2,79.0,60.0,61.0,63.0,46.0,75.0,62,58,58,58,59,63,64,58,59,62,76,81,69,58,69,66,57,85,75,60,66,56,58,65,59,66.0,33,48,46,1,1,0,12,18,-12,0
190461,17.0,69,72,24,186,87,1,3,3,78.0,65.0,58.0,69.0,37.0,80.0,66,65,67,66,64,68,57,48,40,67,76,79,81,65,63,68,74,83,81,66,73,42,64,53,56,74.0,29,37,24,1,1,0,142,132,129,1
190461,18.0,73,76,25,185,86,1,4,3,79.0,69.0,62.0,74.0,42.0,84.0,66,70,68,68,65,73,63,48,44,72,78,79,83,74,76,68,78,90,85,66,73,42,73,64,67,76.0,42,39,24,1,1,0,-10,-13,-47,0
190461,19.0,73,74,27,185,86,1,4,3,79.0,69.0,62.0,74.0,39.0,84.0,66,71,68,68,65,73,63,48,44,73,78,79,83,74,76,68,78,90,85,66,73,42,73,64,69,76.0,31,39,24,1,1,0,-3,-37,-139,0
190471,17.0,72,72,30,170,65,0,4,3,77.0,71.0,69.0,76.0,28.0,55.0,67,70,70,74,64,75,71,72,61,74,75,79,84,70,82,75,85,74,40,69,60,31,69,67,73,59.0,23,19,24,1,1,0,3,42,-10,0
190471,18.0,72,72,31,170,65,0,4,3,76.0,71.0,69.0,76.0,28.0,54.0,67,70,70,74,64,75,71,72,61,74,75,77,82,70,82,75,85,74,39,69,60,31,69,67,73,69.0,23,19,24,1,1,0,39,-13,-36,0
190471,19.0,72,72,32,170,65,0,4,3,75.0,71.0,69.0,75.0,38.0,54.0,67,70,72,74,64,75,71,72,61,74,74,76,80,70,82,75,85,74,39,69,60,31,69,67,73,69.0,56,19,24,1,1,0,-52,-75,-103,0
190489,18.0,66,66,26,178,73,1,3,2,89.0,63.0,51.0,69.0,31.0,61.0,54,65,38,53,53,70,49,46,44,65,90,89,78,63,79,65,65,78,57,59,48,34,68,50,51,62.0,29,33,17,1,1,0,60,88,66,0
190490,17.0,67,68,25,185,77,1,4,3,96.0,61.0,55.0,65.0,30.0,58.0,58,63,50,59,64,66,56,29,46,62,97,96,73,65,63,65,72,60,62,52,42,36,65,56,56,57.0,24,28,22,1,1,0,-53,-30,29,0
190490,18.0,66,67,26,185,77,1,4,3,95.0,61.0,53.0,67.0,24.0,55.0,59,63,50,59,64,68,56,29,34,65,95,95,73,66,62,65,72,49,62,52,42,36,65,56,56,57.0,17,16,18,1,1,0,23,82,90,0
190490,20.0,65,65,28,185,77,1,4,3,94.0,60.0,52.0,67.0,29.0,60.0,58,62,50,58,62,67,56,29,34,66,94,94,73,60,61,64,70,51,66,51,52,36,63,56,56,60.0,24,26,18,1,1,0,59,67,41,0
190490,21.0,67,67,29,185,77,1,4,3,93.0,61.0,55.0,70.0,31.0,61.0,64,64,50,58,62,69,58,29,34,68,93,93,81,62,72,64,71,48,70,51,52,36,63,62,56,64.0,29,26,18,1,1,0,8,-18,-14,0
190491,18.0,69,73,25,186,77,1,3,2,72.0,50.0,47.0,55.0,68.0,79.0,53,46,68,48,54,51,49,42,43,55,68,75,68,62,61,66,76,77,83,43,74,67,39,44,48,60.0,67,68,70,1,0,1,-18,-17,-20,0
190494,19.0,73,73,27,174,74,1,4,3,85.0,63.0,62.0,75.0,69.0,72.0,68,59,57,68,37,75,64,35,62,71,85,85,84,71,79,76,86,79,64,69,82,68,63,54,47,67.0,68,72,76,1,0,1,-38,-85,-85,0
190497,17.0,68,71,25,186,81,1,4,3,77.0,64.0,56.0,71.0,30.0,65.0,52,62,57,58,73,70,70,65,43,70,78,77,79,69,63,70,69,66,70,60,51,28,68,60,55,68.0,25,28,28,1,0,0,-25,73,58,0
190497,18.0,67,70,26,186,81,1,4,3,74.0,64.0,56.0,70.0,30.0,63.0,52,62,57,58,72,70,70,65,43,70,74,74,77,68,63,70,69,62,67,60,51,28,67,60,55,68.0,25,28,28,1,0,0,98,83,37,0
190497,19.0,70,71,27,186,81,1,4,3,71.0,69.0,59.0,70.0,40.0,66.0,61,71,57,59,72,68,72,65,43,72,71,71,76,68,63,70,66,72,66,65,58,28,74,65,55,70.0,59,28,28,1,0,0,-15,-61,-69,0
190497,20.0,70,70,28,185,82,1,4,4,73.0,70.0,57.0,70.0,35.0,67.0,56,72,58,57,72,69,73,65,48,71,73,73,75,68,62,70,66,73,68,66,58,28,75,61,55,71.0,41,28,28,1,0,0,-46,-54,-64,0
190518,17.0,64,69,24,180,77,1,3,3,82.0,59.0,54.0,66.0,38.0,68.0,53,59,51,59,59,66,54,41,44,64,81,82,77,60,64,69,70,74,62,55,76,49,61,57,42,52.0,25,39,36,1,1,0,35,63,67,0
190518,18.0,64,67,25,180,77,1,3,3,81.0,59.0,53.0,66.0,39.0,70.0,53,56,64,57,54,66,54,41,44,63,81,81,76,60,62,70,79,75,63,55,78,49,58,57,67,52.0,25,39,36,1,1,0,28,32,29,0
190518,19.0,64,67,26,180,77,1,3,3,81.0,61.0,53.0,66.0,41.0,71.0,53,60,64,57,54,66,54,41,44,63,81,81,76,60,62,70,81,75,63,55,84,49,58,57,70,55.0,30,39,36,1,0,0,4,1,-37,0
190518,20.0,64,65,27,180,77,1,3,3,81.0,61.0,53.0,65.0,40.0,72.0,53,59,65,57,56,64,54,42,43,63,80,81,76,58,66,70,82,73,64,56,88,48,59,56,69,57.0,29,39,36,1,0,0,-3,-41,-23,0
190536,18.0,73,73,31,165,71,1,4,3,65.0,70.0,71.0,73.0,59.0,71.0,65,65,58,74,71,70,73,66,72,75,67,63,76,70,83,78,70,83,65,70,72,60,74,70,79,72.0,60,59,55,1,1,0,16,12,-55,0
190536,19.0,74,74,32,165,71,1,4,3,65.0,71.0,72.0,75.0,57.0,72.0,65,66,51,75,71,71,75,71,74,80,65,65,76,70,83,78,70,78,68,72,75,60,74,74,78,72.0,57,59,55,1,1,0,-4,-71,-56,0
190544,17.0,78,81,24,182,74,1,4,4,80.0,74.0,75.0,83.0,32.0,60.0,74,72,47,78,72,84,75,76,68,86,82,78,81,70,74,76,64,68,62,76,44,32,74,78,76,72.0,23,35,35,1,1,0,43,33,97,1
190544,18.0,79,82,25,182,74,1,4,4,80.0,74.0,76.0,85.0,32.0,62.0,72,72,48,78,74,87,80,83,71,86,82,79,81,75,79,76,63,69,65,78,44,32,75,78,75,75.0,23,35,35,1,1,0,-10,54,54,0
190544,19.0,80,81,26,182,74,1,4,4,79.0,73.0,76.0,85.0,37.0,56.0,72,69,48,78,74,87,80,83,71,86,82,76,81,74,79,76,63,60,58,78,44,32,75,78,75,75.0,39,35,35,1,1,0,64,64,10,0
190544,20.0,81,82,27,182,74,1,4,4,78.0,75.0,80.0,84.0,37.0,61.0,82,70,48,80,74,85,80,85,77,86,81,76,81,74,81,82,63,72,59,81,54,32,73,80,75,78.0,39,35,35,1,1,0,0,-54,-230,0
190555,18.0,70,70,28,178,72,0,3,2,73.0,44.0,64.0,62.0,66.0,79.0,70,34,57,65,28,59,60,58,66,62,74,73,72,66,65,58,72,92,73,56,79,67,58,55,38,65.0,68,67,66,1,1,1,74,62,-42,0
190555,19.0,72,72,29,178,72,0,3,3,75.0,51.0,66.0,67.0,66.0,74.0,71,42,57,69,36,66,68,58,66,68,76,75,74,65,68,64,74,89,67,62,72,69,65,58,38,70.0,65,66,67,1,1,1,-12,-116,-161,0
190557,17.0,71,71,29,178,72,1,4,3,66.0,70.0,78.0,70.0,57.0,68.0,80,60,58,79,65,71,82,74,78,70,66,66,64,70,72,85,60,85,62,77,65,59,74,76,72,76.0,55,59,52,1,1,0,25,85,34,0
190572,18.0,73,76,24,180,74,0,4,2,75.0,47.0,66.0,69.0,71.0,77.0,77,36,65,61,37,67,72,70,63,70,73,76,72,69,73,68,77,77,76,43,79,67,62,62,63,73.0,72,73,77,1,0,1,-45,-116,-167,0
190572,19.0,70,73,25,179,75,0,4,3,74.0,46.0,64.0,67.0,68.0,76.0,70,36,65,61,37,65,72,70,63,67,73,75,72,69,73,68,77,76,75,43,79,65,60,62,63,68.0,69,70,71,1,0,1,-71,-122,-130,0
190577,19.0,75,75,30,168,64,1,3,3,77.0,71.0,71.0,77.0,32.0,70.0,69,67,66,75,76,75,59,60,69,77,76,78,89,76,79,77,65,85,59,74,79,33,70,74,61,65.0,30,22,32,1,1,0,43,55,59,0
190583,17.0,64,68,24,194,86,1,3,2,68.0,57.0,54.0,55.0,30.0,74.0,57,61,67,65,54,53,27,29,35,59,68,68,48,62,57,67,62,70,82,34,64,28,69,59,60,57.0,27,23,24,1,0,0,-36,21,54,0
190583,18.0,61,65,25,194,86,1,3,2,66.0,54.0,52.0,56.0,29.0,73.0,57,58,62,59,55,55,27,29,35,58,63,68,50,62,57,63,64,71,78,34,64,28,61,59,60,57.0,27,23,24,1,0,0,57,90,91,0
190583,19.0,66,68,26,194,86,1,3,2,65.0,62.0,53.0,58.0,29.0,74.0,57,65,67,62,55,57,30,29,35,65,65,65,50,62,46,67,64,75,78,52,64,28,66,59,62,57.0,25,23,24,1,0,0,33,34,27,0
190583,20.0,67,68,27,194,86,1,3,2,64.0,64.0,53.0,60.0,30.0,77.0,57,66,73,61,55,60,30,29,35,65,62,66,50,65,46,69,66,75,83,55,65,28,67,59,63,58.0,25,23,24,1,0,0,1,-6,19,0
190583,21.0,67,67,28,194,86,1,3,2,64.0,64.0,53.0,60.0,30.0,77.0,57,66,73,61,55,60,30,29,35,66,62,66,50,65,46,69,66,75,83,55,65,28,67,59,63,58.0,25,23,24,1,0,0,-7,18,64,0
190589,21.0,71,71,29,180,73,1,3,3,69.0,65.0,69.0,70.0,65.0,70.0,70,62,64,70,59,69,70,68,65,71,71,67,75,67,70,70,70,80,65,69,71,64,64,67,60,72.0,65,65,65,1,1,1,4,-1,-1,0
190593,18.0,72,74,26,182,75,0,4,3,76.0,71.0,72.0,73.0,39.0,70.0,72,70,56,73,65,73,72,73,71,73,75,77,81,56,64,74,70,77,70,73,59,33,66,71,70,61.0,42,35,36,1,1,0,-55,-30,-21,0
190593,19.0,70,71,27,182,75,0,4,3,73.0,70.0,70.0,70.0,35.0,70.0,68,68,56,71,62,72,70,73,70,67,70,76,79,56,64,72,69,79,68,73,64,32,66,70,70,61.0,36,30,34,1,1,0,25,34,158,1
190593,20.0,72,72,28,182,75,0,4,3,72.0,71.0,71.0,74.0,35.0,70.0,68,71,56,73,62,75,70,77,70,75,68,76,79,56,63,72,69,80,68,75,64,32,66,70,70,61.0,36,30,34,1,1,0,9,133,165,1
190593,21.0,72,72,29,182,75,0,4,3,72.0,71.0,72.0,74.0,35.0,71.0,68,71,56,73,62,75,70,77,70,75,68,75,79,56,63,72,71,80,70,75,64,32,66,74,70,61.0,36,30,34,1,1,0,124,156,164,1
190607,17.0,73,73,28,166,66,1,3,4,87.0,67.0,70.0,77.0,26.0,71.0,64,68,55,72,72,77,72,56,71,72,88,86,90,71,82,73,65,70,69,59,77,24,78,75,59,68.0,21,23,21,1,1,0,-1,32,45,0
