player_id,short_name,long_name,nationality_name,age,player_positions,club_name,overall,potential,pace,shooting,passing,dribbling,defending,physic,age,physic,mentality_aggression,mentality_interceptions,power_stamina,power_strength,defending_marking_awareness,power_jumping,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,mentality_composure,movement_reactions,skill_long_passing,skill_dribbling,skill_fk_accuracy,skill_ball_control,attacking_crossing,power_shot_power,attacking_finishing,skill_curve,movement_balance,attacking_volleys,power_long_shots,mentality_vision,mentality_penalties,movement_agility
190223,Balenziaga,Mikel Balenziaga Oruesagasti,Spain,32,LB,Athletic Club,74,74,74.0,46.0,68.0,69.0,72.0,74.0,32,74.0,78,72,76,72,70,77,73,71,71,75.0,68,69,68,33,72,76,61,35,76,69,50,54,62,44,69
190507,Etxeita,Xabier Etxeita Gorritxategi,Spain,32,CB,Getafe,74,74,42.0,35.0,49.0,56.0,74.0,77.0,32,77.0,80,74,68,80,70,78,75,76,77,66.0,71,59,47,43,65,36,54,29,35,51,38,34,30,30,66
190666,M. Gulde,Manuel Gulde,Germany,29,CB,SC Freiburg,74,74,68.0,40.0,53.0,58.0,76.0,70.0,29,70.0,68,75,61,74,76,81,77,76,72,70.0,74,60,52,30,60,47,50,36,45,65,54,34,42,44,68
190761,T. Arslan,Tolgay Ali Arslan,Germany,29,"CDM, CM",Udinese,74,74,73.0,67.0,74.0,75.0,70.0,67.0,29,67.0,79,76,65,65,66,56,74,69,58,75.0,66,75,77,72,75,67,82,58,76,76,65,72,69,76,71
190868,K. Théophile-Catherine,Kévin Théophile-Catherine,France,30,"CB, RB",Dinamo Zagreb,74,74,69.0,50.0,66.0,64.0,73.0,79.0,30,79.0,78,73,75,81,67,86,80,76,70,65.0,72,67,60,51,68,67,60,46,66,70,37,57,58,45,69
191032,G. Töre,Gökhan Töre,Turkey,28,"RM, LM",Beşiktaş,74,74,80.0,68.0,74.0,78.0,43.0,71.0,28,71.0,73,43,62,75,45,58,38,32,59,63.0,58,76,78,68,78,79,74,66,75,80,59,70,71,66,82
191151,S. Sow,Samba Sow,Mali,31,"CDM, CM",Nottingham Forest,74,74,65.0,47.0,65.0,72.0,73.0,80.0,31,80.0,78,74,88,76,70,79,77,69,67,63.0,69,66,75,25,69,54,64,37,48,71,31,55,68,50,64
191783,V. Berisha,Valon Berisha,Kosovo,27,"CM, LM, CAM",Stade de Reims,74,74,72.0,70.0,71.0,77.0,58.0,77.0,27,77.0,81,57,84,71,66,79,58,54,42,78.0,74,72,77,66,78,63,76,66,72,71,68,75,76,69,82
192297,G. Arlauskis,Giedrius Arlauskis,Lithuania,32,GK,Al Shabab,74,74,,,,,,,32,,33,16,38,40,23,57,14,14,15,31.0,70,13,13,17,19,19,51,14,16,56,14,12,19,11,38
192397,Rafael,Rafael Cabral Barbosa,Brazil,30,GK,Reading,74,74,,,,,,,30,,29,29,32,68,13,62,11,17,13,62.0,71,31,17,11,24,18,48,10,12,42,18,18,43,23,52
192537,M. Lestienne,Maxime Kristof Lestienne,Belgium,28,"LW, RW",Standard Liège,74,74,76.0,72.0,71.0,78.0,36.0,53.0,28,53.0,64,35,70,37,41,76,27,34,47,75.0,68,67,80,69,74,71,73,72,75,79,69,72,72,69,83
192565,Y. Mallı,Yunus Mallı,Turkey,28,"LM, CAM, CM",VfL Wolfsburg,74,74,67.0,67.0,74.0,78.0,33.0,56.0,28,56.0,43,46,72,52,31,63,29,21,40,77.0,74,71,78,69,78,70,64,66,74,79,68,65,75,81,78
192608,M. Barthelmé,Maxime Barthelmé,France,31,"RM, CM",Troyes,74,74,71.0,62.0,73.0,73.0,62.0,71.0,31,71.0,69,64,87,66,51,54,67,69,64,70.0,73,71,72,63,74,74,61,59,68,80,51,71,75,58,75
192612,M. Jajalo,Mato Jajalo,Bosnia and Herzegovina,32,"CM, CDM",Udinese,74,74,63.0,64.0,74.0,76.0,72.0,77.0,32,77.0,76,74,79,77,72,71,74,70,68,72.0,70,78,76,72,78,66,73,58,70,75,64,71,70,68,69
192665,A. Luthe,Andreas Luthe,Germany,33,GK,FC Union Berlin,74,74,,,,,,,33,,22,21,36,74,16,61,14,12,15,23.0,70,19,12,12,14,14,46,12,15,34,12,16,49,21,39
193148,V. Le Goff,Vincent Le Goff,France,30,LB,Lorient,74,74,71.0,61.0,67.0,71.0,71.0,70.0,30,70.0,62,73,91,63,73,65,74,75,43,68.0,68,72,70,47,71,71,60,60,50,75,52,68,62,43,79
193429,Douglas,Douglas Pereira dos Santos,Brazil,29,"RB, RM",Beşiktaş,74,74,80.0,65.0,70.0,76.0,70.0,62.0,29,62.0,69,64,64,57,75,75,75,73,49,65.0,71,69,79,56,70,76,78,59,76,90,56,67,60,59,78
193468,L. Benito,Loris Benito Souto,Switzerland,28,"LB, LM, CB",Bordeaux,74,74,71.0,51.0,67.0,67.0,71.0,77.0,28,77.0,69,75,86,75,71,78,70,73,67,69.0,71,65,65,56,70,71,62,43,58,56,44,54,67,56,74
194138,A. Gray,Andre Gray,England,29,ST,Watford,74,74,85.0,74.0,62.0,72.0,30.0,72.0,29,72.0,70,33,71,73,27,72,23,20,65,72.0,76,54,71,44,70,61,80,76,57,74,68,63,67,74,77
194665,S. Ilsanker,Stefan Ilsanker,Austria,31,"CB, CDM",Eintracht Frankfurt,74,74,59.0,53.0,53.0,50.0,75.0,80.0,31,80.0,87,77,74,83,72,56,75,74,76,62.0,73,62,50,33,53,39,70,45,41,37,43,62,53,37,34
194781,Renan Ribeiro,Renan Ribeiro,Brazil,30,GK,Sporting CP,74,74,,,,,,,30,,13,26,30,71,18,72,18,12,16,48.0,72,11,14,11,19,12,49,12,18,29,9,12,52,14,59
194806,C. Dawson,Craig Dawson,England,30,CB,Watford,74,74,59.0,46.0,59.0,61.0,75.0,76.0,30,76.0,76,75,72,77,76,82,73,75,80,68.0,70,62,57,24,67,65,57,49,45,50,20,27,51,66,62
195088,M. Ninković,Miloš Ninković,Serbia,35,"CAM, LM",Sydney,74,74,66.0,69.0,73.0,76.0,47.0,66.0,35,66.0,59,58,68,68,29,67,54,50,52,71.0,68,69,76,64,78,69,69,68,69,67,66,73,78,70,82
195272,M. Faraoni,Marco Davide Faraoni,Italy,28,"RM, RB",Hellas Verona,74,74,73.0,69.0,73.0,73.0,70.0,73.0,28,73.0,77,69,84,67,68,71,72,73,65,71.0,70,72,74,68,75,75,76,61,73,74,74,75,67,66,65
195363,J. Bruma,Jeffrey Bruma,Netherlands,28,CB,VfL Wolfsburg,74,74,65.0,53.0,58.0,56.0,74.0,78.0,28,78.0,80,70,55,90,74,61,75,72,81,70.0,67,65,59,66,56,40,84,38,43,33,34,65,58,39,50
196150,T. Gutiérrez,Teófilo Antonio Gutiérrez Roncancio,Colombia,35,ST,Junior,74,74,54.0,74.0,72.0,77.0,28.0,71.0,35,71.0,80,25,49,77,21,81,26,20,70,80.0,74,69,77,63,81,70,75,75,67,74,74,69,76,67,71
196942,Iñigo Pérez,Iñigo Pérez Soto,Spain,32,"CDM, CM, LB",Osasuna,74,74,59.0,65.0,77.0,66.0,71.0,72.0,32,72.0,70,71,78,70,69,76,75,73,62,64.0,67,77,59,79,76,76,73,61,80,66,59,71,76,49,68
197688,Gabriel Silva,Gabriel Moisés Antunes da Silva,Brazil,29,"LWB, LB",Saint-Étienne,74,74,72.0,60.0,71.0,71.0,69.0,67.0,29,67.0,70,69,73,62,70,71,73,70,53,65.0,71,72,70,58,72,75,72,54,73,72,59,59,60,57,74
198023,Ximo Navarro,Joaquín Navarro Jiménez,Spain,30,"RB, CB",Deportivo Alavés,74,74,75.0,47.0,65.0,68.0,70.0,76.0,30,76.0,79,72,87,69,70,81,70,71,69,68.0,70,64,65,42,71,70,64,36,61,71,32,55,59,48,71
198599,M. Linnes,Martin Linnes,Norway,28,"RB, LB",Galatasaray,74,74,86.0,57.0,65.0,73.0,69.0,66.0,28,66.0,62,72,80,60,67,66,72,71,55,64.0,68,62,72,38,73,69,60,57,65,79,47,59,63,41,79
198715,Sergio León,Sergio León Limones,Spain,31,ST,Levante,74,74,75.0,76.0,63.0,75.0,43.0,66.0,31,66.0,71,35,67,63,55,73,33,21,70,78.0,71,51,75,64,74,60,80,76,73,71,75,73,61,72,77
199060,G. Tzavellas,Georgios Tzavellas,Greece,32,"CB, LB",Alanyaspor,74,74,67.0,63.0,66.0,62.0,73.0,78.0,32,78.0,85,70,70,79,77,77,74,72,69,66.0,67,70,57,75,69,74,79,53,81,70,63,73,49,64,56
199069,V. Aboubakar,Vincent Paté Aboubakar,Cameroon,28,ST,Porto,74,74,71.0,74.0,68.0,77.0,36.0,78.0,28,78.0,76,33,67,85,44,75,23,19,73,82.0,70,68,80,67,79,57,77,73,80,63,76,72,76,74,70
199183,Kim Bo Kyung,김보경 金甫炅,Korea Republic,30,"CAM, CM",Jeonbuk Motors,74,74,79.0,68.0,71.0,73.0,59.0,68.0,30,68.0,64,62,78,65,59,73,58,55,58,71.0,72,68,71,68,74,67,67,68,72,71,64,68,77,72,84
199386,B. Linssen,Bryan Linssen,Netherlands,29,"LW, ST",Feyenoord,74,74,78.0,74.0,68.0,74.0,45.0,67.0,29,67.0,72,41,77,58,37,87,43,41,82,73.0,74,63,73,64,75,70,76,74,74,82,75,74,69,54,75
199417,H. Tekin,Harun Tekin,Turkey,31,GK,Fenerbahçe,74,74,,,,,,,31,,26,16,22,51,13,65,14,12,11,60.0,70,17,14,11,23,14,54,10,12,38,11,12,42,18,39
199422,J. Clasie,Jordy Clasie,Netherlands,29,"CM, CDM",AZ Alkmaar,74,74,61.0,64.0,77.0,73.0,65.0,68.0,29,68.0,72,75,71,66,73,63,62,58,34,75.0,74,77,70,70,77,71,78,54,77,89,71,70,77,64,71
199559,R. Inglese,Roberto Inglese,Italy,28,ST,Parma,74,74,51.0,75.0,49.0,67.0,27.0,66.0,28,66.0,40,19,57,79,30,79,13,12,90,71.0,70,35,68,36,73,39,78,78,68,51,70,68,42,72,50
199562,Ilie Sánchez,Ilie Sánchez Farrés,Spain,29,"CDM, CM",Sporting Kansas City,74,74,54.0,47.0,67.0,71.0,69.0,76.0,29,76.0,72,70,83,73,69,80,69,64,68,72.0,75,74,66,49,77,53,49,39,51,70,38,57,66,69,72
199602,J. Guidetti,John Guidetti,Sweden,28,ST,Deportivo Alavés,74,74,60.0,76.0,67.0,72.0,41.0,72.0,28,72.0,74,32,54,81,53,68,30,26,75,75.0,73,53,73,77,74,67,82,74,68,61,76,73,66,80,62
199729,D. Royer,Daniel Royer,Austria,30,"LM, LW, RM",New York RB,74,74,81.0,73.0,68.0,76.0,48.0,73.0,30,73.0,71,43,81,70,57,74,43,40,57,74.0,66,64,76,61,75,67,75,74,71,76,64,71,69,72,84
199852,N. Jørgensen,Nicolai Mick Jørgensen,Denmark,29,ST,Feyenoord,74,74,67.0,75.0,70.0,71.0,38.0,74.0,29,74.0,65,31,72,80,39,68,36,24,73,79.0,73,65,72,62,75,64,80,75,69,56,70,74,74,68,64
199909,P. Pervan,Pavao Pervan,Austria,32,GK,VfL Wolfsburg,74,74,,,,,,,32,,28,15,23,54,16,44,21,19,15,30.0,70,31,14,14,15,19,52,9,15,33,8,15,31,14,36
200212,M. Esser,Michael Esser,Germany,32,GK,Hannover 96,74,74,,,,,,,32,,40,30,37,82,20,67,15,16,25,53.0,72,35,15,17,17,10,48,8,14,28,9,19,48,23,30
200228,Bruno,Bruno González Cabrera,Spain,30,CB,Real Valladolid,74,74,37.0,32.0,47.0,46.0,75.0,78.0,30,78.0,80,74,62,86,76,62,74,73,77,68.0,71,64,40,31,59,21,62,23,49,31,23,22,35,42,30
200438,Guilherme,Guilherme Costa Marques,Brazil,29,"RM, CAM",Trabzonspor,74,74,91.0,67.0,69.0,76.0,51.0,65.0,29,65.0,72,61,73,57,38,83,56,55,50,71.0,70,67,75,70,73,65,71,65,59,84,64,68,70,57,90
200759,J. Schlupp,Jeffrey Schlupp,Ghana,27,"LM, CM, LB",Crystal Palace,74,74,86.0,68.0,66.0,74.0,69.0,76.0,27,76.0,70,69,78,78,69,75,70,71,64,65.0,71,58,75,34,72,69,77,66,62,76,64,61,69,67,79
201049,L. Tonelli,Lorenzo Tonelli,Italy,30,CB,Sampdoria,74,74,59.0,31.0,44.0,59.0,78.0,67.0,30,67.0,85,77,49,68,78,77,80,78,74,73.0,71,54,54,17,58,40,52,25,38,77,33,25,30,35,67
201893,Recio,José Luis García del Pozo,Spain,29,"CM, CDM",SD Eibar,74,74,39.0,67.0,73.0,71.0,72.0,71.0,29,71.0,87,76,71,67,73,41,75,62,59,69.0,75,73,72,71,75,64,81,58,76,59,55,72,74,69,62
202061,J. Kurtić,Jasmin Kurtić,Slovenia,31,"CM, CAM",Parma,74,74,59.0,69.0,73.0,71.0,71.0,75.0,31,75.0,77,75,70,78,65,64,75,72,71,75.0,74,75,71,75,75,67,80,60,68,62,69,76,72,65,62
202088,F. Klaus,Felix Klaus,Germany,27,"RM, LM",VfL Wolfsburg,74,74,76.0,68.0,68.0,78.0,37.0,68.0,27,68.0,63,34,76,67,42,67,33,29,45,68.0,74,44,80,69,77,72,75,69,69,77,60,62,72,62,77
202151,K. Stafylidis,Konstantinos Stafylidis,Greece,26,"LB, LWB",TSG Hoffenheim,74,74,75.0,64.0,67.0,72.0,70.0,74.0,26,74.0,85,65,70,71,73,70,76,77,50,68.0,71,73,71,81,73,73,89,48,76,75,68,83,41,46,73
202316,T. Chandler,Timothy Chandler,United States,30,"RM, RWB, RB",Eintracht Frankfurt,74,74,67.0,71.0,73.0,71.0,74.0,80.0,30,80.0,82,68,73,82,73,90,77,76,81,72.0,72,75,74,43,75,79,78,70,70,52,66,70,67,51,53
202646,Álex Martínez,Alejandro Martínez Sánchez,Spain,29,LB,Granada,74,74,75.0,59.0,68.0,70.0,67.0,67.0,29,67.0,68,70,89,55,60,70,74,72,59,64.0,57,65,70,71,73,78,77,51,65,63,40,62,53,55,72
202882,T. Bifouma,Thievy Guivane Bifouma Koulossa,Congo,28,"LM, RM",Shenzhen,74,74,93.0,71.0,63.0,77.0,29.0,70.0,28,70.0,64,34,67,71,24,91,23,19,58,62.0,72,56,77,45,75,67,81,72,50,73,62,64,65,56,92
203280,V. Germain,Valère Germain,France,30,ST,Olympique de Marseille,74,74,71.0,75.0,73.0,74.0,38.0,67.0,30,67.0,63,44,78,61,45,81,21,18,77,71.0,78,67,70,71,74,69,75,76,70,70,74,72,79,76,89
203796,F. Gutiérrez,Felipe Alejandro Gutiérrez Leiva,Chile,29,"CM, CDM",Sporting Kansas City,74,74,65.0,72.0,74.0,76.0,61.0,65.0,29,65.0,73,66,77,58,55,42,69,53,51,74.0,76,71,73,72,78,69,74,71,79,79,66,72,71,74,80
203910,A. Knockaert,Anthony Knockaert,France,28,"RW, RM",Fulham,74,74,74.0,69.0,72.0,79.0,48.0,65.0,28,65.0,80,48,69,57,58,69,40,34,56,73.0,72,64,77,71,80,75,73,68,75,83,62,69,73,68,88
204226,D. Lezcano,Darío Lezcano,Paraguay,30,ST,Juárez,74,74,80.0,74.0,68.0,73.0,45.0,81.0,30,81.0,82,48,79,81,40,92,42,42,68,79.0,68,64,73,75,73,64,76,75,68,74,65,71,74,77,79
204401,Diogo Figueiras,Diogo José Rosário Gomes Figueiras,Portugal,29,"RWB, RW",Sporting Braga,74,74,82.0,60.0,66.0,77.0,67.0,50.0,29,50.0,62,71,73,31,67,77,68,71,48,64.0,73,66,75,43,76,72,75,50,59,89,47,69,64,53,85
204539,L. Advíncula,Luis Jan Piers Advíncula Castrillón,Peru,30,RB,Rayo Vallecano,74,74,93.0,64.0,69.0,75.0,67.0,81.0,30,81.0,75,66,85,81,67,81,70,66,62,60.0,69,67,76,63,71,72,76,58,77,79,59,68,65,64,81
204713,J. Campbell,Joel Nathaniel Campbell Samuels,Costa Rica,28,"ST, RM",León,74,74,81.0,74.0,73.0,75.0,41.0,73.0,28,73.0,70,45,66,77,32,80,40,42,65,74.0,70,70,75,69,75,73,80,72,72,68,68,72,71,70,84
204977,I. Piris,Iván Rodrigo Piris Leguizamón,Paraguay,31,"RB, LB",Libertad,74,74,83.0,48.0,61.0,70.0,69.0,74.0,31,74.0,77,71,79,68,68,90,73,71,58,69.0,77,66,66,45,69,68,64,40,65,79,40,51,46,55,88
205257,N. Sliti,Naïm Sliti,Tunisia,27,"LM, CAM",Al Ettifaq,74,74,73.0,69.0,71.0,77.0,34.0,67.0,27,67.0,59,32,75,67,31,67,35,27,49,74.0,72,63,77,69,77,70,68,67,70,82,69,71,73,70,79
205365,J. Kopic,Jan Kopic,Czech Republic,30,"LW, RW",Viktoria Plzeň,74,74,80.0,71.0,70.0,76.0,36.0,60.0,30,60.0,53,32,71,58,35,59,38,31,48,74.0,72,64,77,69,76,74,75,68,68,77,67,76,73,59,75
205493,T. Malinský,Tomáš Malínský,Czech Republic,28,"LM, RM",Slavia Praha,74,74,92.0,67.0,68.0,75.0,32.0,60.0,28,60.0,64,30,75,49,31,69,30,26,52,70.0,72,66,73,64,73,68,67,69,64,84,67,64,67,65,85
205601,C. Atsu,Christian Atsu Twasam,Ghana,28,"LM, RM",Newcastle United,74,74,83.0,67.0,69.0,79.0,34.0,42.0,28,42.0,43,35,55,33,30,65,33,32,47,64.0,71,62,79,58,74,69,72,64,70,93,58,66,71,73,88
205670,D. Gayle,Dwight Gayle,England,29,"ST, LW",Newcastle United,74,74,78.0,75.0,58.0,74.0,28.0,60.0,29,60.0,46,35,66,61,20,73,24,14,68,75.0,75,53,71,75,73,59,76,76,54,81,70,71,48,73,83
205895,A. Ring,Alexander Ring,Finland,29,"CDM, CM",New York City,74,74,73.0,65.0,69.0,74.0,71.0,76.0,29,76.0,82,75,78,72,72,79,75,69,54,70.0,70,70,73,63,75,66,73,62,70,74,66,66,60,59,77
205943,V. Chiricheș,Vlad Iulian Chiricheș,Romania,30,CB,Sassuolo,74,74,59.0,62.0,56.0,62.0,77.0,66.0,30,66.0,75,77,56,68,78,69,78,76,73,69.0,73,70,59,25,66,46,75,56,46,66,70,69,46,51,56
206407,João Pereira,João Pedro da Silva Pereira,Portugal,36,RB,Trabzonspor,74,74,70.0,61.0,71.0,74.0,71.0,68.0,36,68.0,86,72,75,56,72,75,74,72,57,71.0,71,69,75,60,73,75,68,58,72,80,52,61,68,64,73
206411,D. Garmash,Denys Garmash,Ukraine,30,"CAM, CM",Dynamo Kyiv,74,74,67.0,72.0,74.0,70.0,69.0,76.0,30,76.0,92,78,73,72,65,59,73,65,56,75.0,75,76,69,43,72,68,80,72,41,76,35,81,82,51,67
206414,S. Kryvtsov,Sergiy Kryvtsov,Ukraine,29,CB,Shakhtar Donetsk,74,74,65.0,44.0,51.0,50.0,74.0,78.0,29,78.0,75,73,77,80,72,72,77,74,77,69.0,72,61,42,29,53,37,65,38,28,70,24,42,36,37,57
206424,M. Morozyuk,Mykola Morozyuk,Ukraine,32,"RB, RM",Rizespor,74,74,75.0,62.0,74.0,70.0,69.0,49.0,32,49.0,40,73,81,36,72,63,72,70,37,70.0,80,68,67,80,67,75,68,59,69,85,69,69,76,49,78
208052,A. Yiadom,Andrew Kyere Yiadom,Ghana,28,"RB, RWB",Reading,74,74,83.0,53.0,62.0,73.0,70.0,75.0,28,75.0,76,70,82,70,68,76,74,75,59,68.0,69,55,74,42,72,64,57,52,62,67,41,51,64,49,77
208822,Marcos Júnior,Marcos Júnior Lima dos Santos,Brazil,27,"CAM, LM, ST",Yokohama F. Marinos,74,74,89.0,74.0,68.0,76.0,36.0,63.0,27,63.0,56,30,74,57,60,86,13,16,64,74.0,68,66,74,63,74,64,72,77,71,83,72,70,70,72,93
209063,S. Holmén,Rasmus Sebastian Holmén,Sweden,28,CB,Willem II,74,74,61.0,36.0,49.0,46.0,77.0,75.0,28,75.0,68,78,75,77,78,76,76,76,74,73.0,69,64,34,27,59,34,57,30,35,54,30,35,38,31,56
209440,Romarinho,Romário Ricardo da Silva,Brazil,29,"LW, ST, LM",Al Ittihad,74,74,86.0,70.0,67.0,78.0,30.0,62.0,29,62.0,38,28,78,64,30,61,22,23,66,68.0,73,63,78,71,74,64,69,73,67,84,67,65,65,66,88
209547,S. Mitrović,Stefan Mitrović,Serbia,30,CB,Strasbourg,74,74,34.0,34.0,50.0,53.0,75.0,79.0,30,79.0,82,73,70,83,75,70,76,73,76,70.0,72,57,51,33,61,38,59,22,29,39,28,38,43,35,39
210475,M. Prietl,Manuel Prietl,Austria,28,"CDM, CM, CB",DSC Arminia Bielefeld,74,74,65.0,51.0,62.0,67.0,72.0,79.0,28,79.0,77,73,92,76,74,53,73,72,58,71.0,71,65,64,42,72,46,53,49,47,63,35,56,65,44,63
210602,S. Al Dawsari,Salem Mohammed Al-Dawsari,Saudi Arabia,28,"LM, RM",Al Hilal,74,74,82.0,70.0,66.0,77.0,48.0,75.0,28,75.0,81,47,84,71,55,44,39,49,58,69.0,65,60,78,60,76,67,72,70,69,75,69,68,72,62,82
210603,Y. Al Shahrani,Yasir Gharsan Al-Shahrani,Saudi Arabia,28,"LB, RB",Al Hilal,74,74,86.0,58.0,68.0,70.0,68.0,64.0,28,64.0,64,71,78,58,68,50,70,70,54,65.0,68,66,67,65,71,70,68,48,68,73,55,66,64,62,80
211017,Víctor Rodríguez,Víctor Rodríguez Romero,Spain,30,"LM, RM, CAM",Elche,74,74,77.0,72.0,72.0,75.0,43.0,61.0,30,61.0,52,33,67,64,47,31,47,44,40,59.0,69,66,74,80,75,70,75,70,69,80,50,76,74,81,81
211119,Pedro Santos,Pedro Miguel Martins Santos,Portugal,32,"CAM, RM, LM",Columbus Crew,74,74,77.0,72.0,73.0,75.0,62.0,61.0,32,61.0,66,52,72,53,68,68,64,56,60,73.0,70,66,75,73,74,72,77,70,80,72,66,73,76,69,78
211269,G. Fernández,Guillermo Matías Fernández,Argentina,28,"CAM, CM, LM",Boca Juniors,74,74,71.0,70.0,75.0,76.0,65.0,70.0,28,70.0,61,58,78,70,68,65,73,67,47,70.0,76,74,78,75,76,73,76,66,75,66,51,77,76,68,67
211626,D. Kądzior,Damian Kądzior,Poland,28,"RM, RW",SD Eibar,74,74,75.0,70.0,74.0,73.0,46.0,66.0,28,66.0,59,53,79,60,44,79,41,42,60,67.0,67,74,71,77,74,85,73,70,87,82,70,71,70,50,79
212214,A. Solari,Augusto Jorge Mateo Solari,Argentina,28,"RM, LM",Racing Club,74,74,89.0,63.0,72.0,74.0,56.0,74.0,28,74.0,70,62,76,73,53,86,54,62,55,72.0,69,68,73,74,72,70,65,66,75,74,37,63,72,58,87
212715,S. Palacios,Sebastián Alberto Palacios,Argentina,28,"RM, ST",Newell's Old Boys,74,74,88.0,71.0,65.0,76.0,36.0,66.0,28,66.0,65,47,74,63,27,67,32,34,53,73.0,67,60,76,45,73,66,75,72,62,81,64,68,71,55,88
214717,L. Reyes,Lorenzo Enrique Reyes Vicencio,Chile,29,"CDM, CM",Atlas,74,74,65.0,59.0,66.0,70.0,71.0,75.0,29,75.0,70,75,89,70,70,78,76,70,53,65.0,71,71,68,47,71,52,64,58,64,73,42,65,69,50,79
215089,E. Kalinski,Enzo Maximiliano Kalinski,Argentina,33,"CDM, CM",Estudiantes,74,74,63.0,51.0,72.0,70.0,70.0,82.0,33,82.0,75,70,84,84,66,83,73,69,72,68.0,65,74,71,67,75,60,59,45,71,59,49,57,73,41,60
215227,J. Carli,Mauro Joel Carli,Argentina,33,CB,Aldosivi,74,74,47.0,34.0,44.0,49.0,77.0,81.0,33,81.0,78,74,75,88,78,50,78,73,77,72.0,74,44,49,43,53,50,47,28,29,29,34,28,35,45,34
215421,Deyverson,Deyverson Brum Silva Acosta,Brazil,29,ST,Deportivo Alavés,74,74,72.0,72.0,54.0,70.0,41.0,74.0,29,74.0,84,34,68,73,38,82,39,36,78,67.0,77,46,70,31,73,57,74,75,48,49,71,63,55,64,70
215871,A. Jahanbakhsh,Alireza Jahanbakhsh,Iran,26,"RW, LW, RM",Brighton & Hove Albion,74,74,78.0,72.0,68.0,78.0,43.0,69.0,26,69.0,68,42,73,66,45,84,37,40,62,75.0,72,62,79,46,77,70,84,68,64,75,70,74,73,58,78
216036,R. Delgado,Rafael Marcelo Delgado,Argentina,30,LB,Colón,74,74,80.0,63.0,74.0,76.0,66.0,76.0,30,76.0,59,69,82,81,61,73,69,67,69,75.0,75,73,77,67,73,79,81,53,81,82,51,69,69,65,79
216067,R. Gagliolo,Riccardo Gagliolo,Sweden,30,"LB, CB",Parma,74,74,74.0,51.0,53.0,63.0,72.0,72.0,30,72.0,70,72,74,70,69,87,76,75,68,71.0,71,57,56,22,68,66,71,44,28,78,40,57,26,38,72
216385,R. Ortiz,Richard Ortiz Busto,Paraguay,30,"CDM, CM",Olimpia,74,74,79.0,68.0,67.0,72.0,69.0,84.0,30,84.0,87,75,86,82,74,74,68,65,50,72.0,68,69,70,55,70,59,82,60,61,79,52,77,71,61,87
216742,M. Mevlja,Miha Mevlja,Slovenia,30,CB,,74,74,70.0,38.0,60.0,58.0,77.0,74.0,30,74.0,63,78,71,81,78,63,77,76,72,75.0,71,71,55,42,58,52,47,34,42,52,48,32,54,47,65
218540,A. Oyongo,Ambroise Oyongo Bitolo,Cameroon,29,"LWB, LB",Montpellier,74,74,85.0,59.0,67.0,74.0,66.0,76.0,29,76.0,74,65,88,71,67,72,71,70,42,70.0,72,64,73,64,70,69,68,54,69,75,45,62,68,59,87
219411,J. Izquierdo,José Heriberto Izquierdo Mena,Colombia,27,"LM, LW",Brighton & Hove Albion,74,74,82.0,69.0,67.0,80.0,38.0,48.0,27,48.0,27,39,54,52,49,63,21,30,60,72.0,69,61,80,34,77,72,79,64,75,85,56,75,70,58,91
219835,N. Camacho,Néstor Abraham Camacho Ledesma,Paraguay,32,"CAM, LM, RM",Olimpia,74,74,80.0,72.0,70.0,76.0,42.0,48.0,32,48.0,58,44,57,38,42,62,39,34,53,64.0,70,67,75,68,74,65,78,70,66,81,58,76,77,64,83
219911,T. Hlatshwayo,Thulani Hlatshwayo,South Africa,30,"CB, RB",Orlando Pirates,74,74,60.0,29.0,48.0,36.0,76.0,75.0,30,75.0,78,73,55,84,78,65,77,75,76,71.0,68,51,31,32,34,39,51,21,31,33,29,23,26,45,49
220131,M. Diagne,Mbaye Diagne,Senegal,28,ST,Galatasaray,74,74,64.0,76.0,57.0,61.0,29.0,68.0,28,68.0,48,19,44,88,21,61,25,29,83,74.0,73,45,60,48,70,56,81,78,67,42,68,70,60,72,41
220209,K. Lawrence,Kemar Michael Lawrence,Jamaica,27,"LB, LWB",Anderlecht,74,74,86.0,45.0,62.0,69.0,71.0,74.0,27,74.0,75,70,73,74,69,83,74,74,64,59.0,67,61,68,67,69,68,67,36,72,72,41,43,46,33,78
221310,A. Roa,Andrés Felipe Roa Estrada,Colombia,27,"LM, CAM, CM",Independiente,74,74,75.0,65.0,72.0,77.0,54.0,61.0,27,61.0,58,45,68,58,58,71,61,40,57,71.0,67,68,79,74,76,75,68,66,78,72,44,66,72,59,80
221671,Lee Jae Sung,이재성 李在成,Korea Republic,27,"CF, CAM, CM",Holstein Kiel,74,74,71.0,65.0,74.0,78.0,49.0,63.0,27,63.0,65,52,91,49,39,55,56,45,55,78.0,75,72,77,54,78,68,58,68,68,76,61,67,80,44,83
222560,T. Zwane,Themba Zwane,South Africa,30,"LW, RW, CAM",,74,74,78.0,65.0,72.0,76.0,49.0,62.0,30,62.0,29,35,78,67,68,55,47,39,39,66.0,75,70,80,70,76,61,59,69,63,75,45,63,80,64,61
223017,Ö. Şahiner,Ömer Ali Şahiner,Turkey,28,"RM, LM, LB",Konyaspor,74,74,81.0,65.0,71.0,77.0,62.0,67.0,28,67.0,74,64,76,58,55,81,70,69,52,72.0,75,63,77,76,75,75,74,60,78,79,66,67,65,63,78
